id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
16700,same as border,default,small border,default,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
16705,same as saree,solid,small border,white,daily,default,default,zari woven,default,no
16723,solid,no border,no border,green,party,jacquard,zari woven,zari woven,ethnic motif,no
16731,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,yes
16735,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
16744,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,ethnic motif,yes
16750,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
16762,same as saree,zari,big border,green,party,tassels and latkans,same as saree,woven design,checked,no
16775,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,printed,checked,no
16781,default,zari,big border,default,traditional,jacquard,zari woven,zari woven,ethnic motif,no
16782,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
16798,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
16808,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
16815,same as saree,solid,small border,white,traditional,default,zari woven,zari woven,default,no
16819,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
16825,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
16840,same as saree,temple border,small border,cream,traditional,jacquard,woven design,zari woven,peacock,yes
16841,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
16843,same as border,temple border,big border,navy blue,party,jacquard,zari woven,solid,solid,no
16851,same as saree,solid,big border,cream,party,jacquard,same as saree,zari woven,ethnic motif,yes
16869,default,woven design,small border,default,daily,jacquard,same as saree,zari woven,botanical,no
16870,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
16890,same as border,zari,big border,green,party,tassels and latkans,zari woven,printed,checked,no
16892,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
16893,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
16896,same as saree,zari,big border,pink,party,tassels and latkans,same as saree,woven design,checked,no
16897,default,zari,big border,white,traditional,jacquard,zari woven,zari woven,ethnic motif,no
16901,same as saree,zari,small border,white,traditional,default,same as saree,zari woven,default,no
16922,default,zari,big border,navy blue,traditional,jacquard,same as saree,zari woven,peacock,no
16940,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
16947,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
16949,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
16970,same as saree,zari,big border,multicolor,traditional,default,default,zari woven,default,no
16972,same as saree,woven design,small border,default,daily,default,same as saree,zari woven,default,no
16978,same as border,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
16983,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
16988,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
16989,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
16992,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
16995,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17005,same as border,temple border,big border,yellow,party,jacquard,zari woven,solid,solid,yes
17008,default,default,small border,default,party,default,default,zari woven,floral,no
17014,same as saree,zari,big border,multicolor,party,tassels and latkans,same as saree,woven design,checked,no
17031,same as border,zari,small border,navy blue,traditional,tassels and latkans,zari woven,zari woven,ethnic motif,no
17036,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17043,same as saree,temple border,big border,default,daily,jacquard,zari woven,solid,solid,yes
17055,same as saree,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
17067,default,zari,big border,default,party,jacquard,same as saree,zari woven,ethnic motif,no
17069,same as saree,zari,big border,default,daily,tassels and latkans,default,printed,checked,no
17079,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,floral,yes
17087,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17093,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17099,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17119,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
17122,default,zari,big border,default,traditional,jacquard,default,zari woven,peacock,no
17134,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17144,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17146,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17152,same as border,zari,big border,green,traditional,tassels and latkans,zari woven,zari woven,ethnic motif,no
17154,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
17191,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17205,same as border,zari,big border,green,traditional,jacquard,default,zari woven,ethnic motif,no
17225,solid,zari,small border,pink,traditional,default,same as saree,default,default,no
17236,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
17238,same as saree,zari,big border,default,daily,tassels and latkans,zari woven,printed,checked,no
17245,same as border,zari,big border,default,traditional,jacquard,zari woven,zari woven,ethnic motif,no
17251,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17271,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
17274,same as saree,woven design,big border,multicolor,daily,tassels and latkans,default,printed,checked,no
17277,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
17282,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17297,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17300,same as saree,solid,big border,white,traditional,jacquard,same as saree,zari woven,default,no
17302,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17306,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,ethnic motif,no
17313,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17322,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
17331,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17335,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17336,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17367,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
17369,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,yes
17384,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17394,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,yes
17398,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
17400,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17402,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17403,same as saree,zari,big border,default,party,tassels and latkans,same as saree,woven design,checked,no
17405,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
17410,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,floral,no
17424,same as saree,zari,small border,white,wedding,default,zari woven,zari woven,default,no
17431,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17440,same as border,zari,big border,white,traditional,jacquard,zari woven,zari woven,ethnic motif,no
17441,same as saree,solid,big border,white,traditional,jacquard,same as saree,zari woven,default,no
17452,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
17456,same as saree,solid,big border,white,traditional,jacquard,woven design,woven design,floral,no
17467,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,no
17486,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17498,same as border,zari,small border,multicolor,party,jacquard,zari woven,zari woven,floral,no
17499,same as border,zari,big border,default,wedding,jacquard,zari woven,zari woven,ethnic motif,no
17512,same as saree,zari,small border,cream,party,default,woven design,zari woven,peacock,no
17529,same as border,zari,small border,navy blue,daily,jacquard,zari woven,solid,solid,yes
17540,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17577,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17581,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17586,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
17587,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17598,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,no
17600,same as border,zari,small border,default,daily,jacquard,zari woven,solid,solid,yes
17605,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,no
17621,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
17638,same as border,default,small border,green,party,default,same as saree,printed,peacock,no
17655,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17665,same as saree,woven design,big border,multicolor,daily,tassels and latkans,same as saree,printed,ethnic motif,no
17690,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
17710,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,no
17724,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17727,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17741,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
17747,same as saree,solid,small border,white,wedding,default,zari woven,zari woven,ethnic motif,no
17749,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17753,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17758,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17763,solid,zari,big border,cream,traditional,jacquard,zari woven,woven design,checked,no
17772,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
17776,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17824,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
17826,same as saree,temple border,small border,pink,traditional,default,zari woven,default,default,no
17832,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17853,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
17869,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,printed,checked,no
17891,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17894,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17912,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
17924,same as saree,temple border,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
17944,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
17947,same as border,zari,big border,white,traditional,jacquard,zari woven,woven design,default,no
17965,same as saree,solid,small border,cream,party,jacquard,woven design,woven design,floral,yes
17986,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
17988,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
18000,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18005,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
18010,same as border,zari,big border,default,traditional,tassels and latkans,zari woven,zari woven,botanical,no
18012,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
18045,same as saree,temple border,big border,yellow,daily,jacquard,zari woven,solid,solid,yes
18063,same as border,woven design,small border,default,daily,default,zari woven,woven design,botanical,no
18074,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
18080,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18087,same as border,default,small border,default,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
18100,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18113,same as saree,zari,big border,white,daily,default,default,zari woven,floral,no
18118,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
18126,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,yes
18129,same as saree,default,small border,white,traditional,default,zari woven,zari woven,default,no
18131,same as saree,woven design,small border,green,daily,default,same as saree,zari woven,solid,no
18134,same as saree,temple border,small border,white,party,default,same as saree,zari woven,default,no
18150,same as border,zari,big border,green,party,tassels and latkans,same as saree,woven design,checked,no
18175,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
18177,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
18205,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
18237,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
18242,same as saree,zari,big border,default,party,tassels and latkans,same as saree,woven design,checked,no
18244,same as saree,zari,small border,cream,party,default,same as saree,zari woven,default,no
18264,same as border,default,small border,multicolor,party,default,same as saree,default,floral,yes
18269,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18281,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18284,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,floral,no
18288,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18293,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,yes
18311,same as saree,temple border,big border,yellow,daily,jacquard,zari woven,solid,solid,yes
18313,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18325,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18329,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18334,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18369,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18373,same as border,zari,big border,default,traditional,jacquard,zari woven,zari woven,ethnic motif,no
18384,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18385,same as saree,woven design,small border,default,wedding,default,same as saree,zari woven,ethnic motif,no
18394,same as saree,zari,big border,white,traditional,default,default,zari woven,default,no
18406,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
18419,same as saree,woven design,big border,multicolor,traditional,default,default,default,default,no
18436,default,zari,small border,default,daily,default,same as saree,default,ethnic motif,no
18448,same as saree,temple border,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
18456,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18467,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
18469,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18471,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
18476,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,botanical,no
18497,same as saree,woven design,no border,multicolor,party,jacquard,zari woven,zari woven,ethnic motif,no
18526,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,no
18533,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,floral,yes
18555,same as saree,zari,small border,cream,party,jacquard,same as saree,zari woven,peacock,no
18559,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18565,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18566,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
18582,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
18586,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18587,same as border,zari,big border,default,traditional,jacquard,same as saree,zari woven,floral,no
18603,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18618,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18627,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
18628,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,yes
18635,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,printed,checked,no
18642,same as saree,woven design,big border,green,daily,default,same as saree,zari woven,solid,no
18667,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
18678,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18682,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18685,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18686,default,woven design,big border,multicolor,wedding,jacquard,zari woven,woven design,default,no
18699,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18727,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
18728,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18741,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18745,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18758,same as border,zari,big border,yellow,traditional,jacquard,same as saree,zari woven,peacock,no
18760,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18770,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18774,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
18790,same as border,zari,big border,default,party,jacquard,zari woven,solid,solid,yes
18791,same as border,zari,big border,default,party,tassels and latkans,zari woven,printed,checked,no
18792,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18802,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18813,default,zari,small border,default,traditional,jacquard,default,zari woven,ethnic motif,no
18816,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,yes
18820,default,default,small border,default,party,default,default,default,default,no
18850,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18859,same as saree,solid,small border,white,traditional,jacquard,woven design,woven design,floral,yes
18867,same as saree,zari,small border,cream,party,jacquard,same as saree,zari woven,floral,no
18873,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
18875,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
18883,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18884,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,woven design,checked,no
18885,same as saree,zari,big border,multicolor,party,tassels and latkans,same as saree,woven design,checked,no
18897,same as saree,zari,small border,white,wedding,tassels and latkans,same as saree,woven design,ethnic motif,no
18898,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
18902,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
18910,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
18923,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
18925,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
18926,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
18927,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
18937,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
18942,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
18944,same as saree,solid,small border,white,traditional,default,zari woven,zari woven,ethnic motif,no
18947,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
18965,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
18975,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
18989,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
18995,same as border,default,small border,default,party,default,same as saree,zari woven,default,no
19003,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
19005,same as border,zari,big border,multicolor,daily,tassels and latkans,zari woven,printed,checked,no
19008,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19009,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19013,same as saree,woven design,big border,green,party,default,same as saree,zari woven,default,no
19023,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19035,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19037,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19044,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,yes
19050,default,zari,big border,default,traditional,jacquard,same as saree,zari woven,peacock,no
19056,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,yes
19070,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19078,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
19105,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
19109,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,woven design,checked,no
19112,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
19123,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
19125,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19130,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19131,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19132,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
19138,same as border,zari,big border,default,traditional,jacquard,same as saree,zari woven,floral,no
19140,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19142,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19144,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,yes
19148,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
19160,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19166,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19167,same as saree,zari,big border,default,traditional,default,default,zari woven,ethnic motif,no
19198,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19201,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19205,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19210,same as border,zari,big border,default,traditional,jacquard,default,printed,ethnic motif,no
19214,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19225,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19232,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
19234,same as border,zari,big border,navy blue,traditional,jacquard,zari woven,zari woven,ethnic motif,no
19251,same as saree,default,big border,multicolor,traditional,default,woven design,default,default,no
19253,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19256,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19270,default,zari,big border,default,traditional,jacquard,default,zari woven,ethnic motif,no
19274,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19290,same as saree,zari,small border,cream,party,jacquard,woven design,woven design,floral,no
19293,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,checked,no
19298,same as saree,solid,big border,white,traditional,jacquard,same as saree,zari woven,default,no
19305,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,floral,yes
19307,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19312,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
19334,same as border,zari,big border,multicolor,party,tassels and latkans,zari woven,woven design,checked,no
19341,same as saree,solid,small border,white,party,default,same as saree,zari woven,ethnic motif,no
19350,same as border,temple border,big border,navy blue,party,jacquard,default,solid,solid,no
19355,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19366,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
19368,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19380,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
19381,same as border,temple border,big border,navy blue,party,jacquard,zari woven,solid,solid,no
19384,same as border,temple border,big border,yellow,party,jacquard,zari woven,solid,solid,yes
19399,same as saree,zari,small border,white,traditional,tassels and latkans,same as saree,zari woven,floral,no
19400,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,floral,yes
19407,same as saree,woven design,small border,green,daily,default,same as saree,zari woven,ethnic motif,no
19412,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,default,yes
19414,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,floral,yes
19418,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,yes
19436,same as saree,zari,big border,multicolor,daily,tassels and latkans,default,woven design,checked,no
19445,default,zari,big border,cream,traditional,jacquard,default,zari woven,ethnic motif,no
19457,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
19467,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
19471,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
19478,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19479,same as saree,solid,small border,white,daily,default,default,zari woven,default,no
19480,default,woven design,big border,green,traditional,jacquard,zari woven,woven design,default,no
19503,same as border,zari,big border,multicolor,party,tassels and latkans,default,printed,default,no
19505,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
19507,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19513,same as saree,temple border,big border,default,daily,jacquard,zari woven,solid,solid,yes
19524,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
19528,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19534,same as border,zari,big border,yellow,traditional,jacquard,same as saree,zari woven,floral,no
19535,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19543,default,no border,no border,default,party,jacquard,same as saree,zari woven,default,no
19553,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
19561,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19562,same as saree,temple border,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19601,same as saree,zari,big border,multicolor,daily,tassels and latkans,same as saree,woven design,checked,no
19609,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19617,same as border,temple border,big border,default,party,jacquard,zari woven,solid,solid,yes
19623,same as border,zari,small border,default,traditional,tassels and latkans,same as saree,zari woven,floral,no
19627,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,peacock,no
19630,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
19631,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
19645,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
19657,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
19661,same as border,default,small border,pink,party,tassels and latkans,same as saree,zari woven,ethnic motif,no
19673,default,default,small border,multicolor,party,default,same as saree,default,default,no
19703,same as saree,zari,small border,white,traditional,default,zari woven,zari woven,default,no
19710,same as border,woven design,small border,default,daily,default,same as saree,woven design,default,no
19718,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,default,no
19722,same as saree,zari,small border,cream,party,default,woven design,zari woven,peacock,no
19738,same as saree,zari,big border,pink,party,tassels and latkans,default,printed,checked,no
19740,same as border,zari,big border,default,party,jacquard,default,solid,solid,no
19746,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
19766,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
19770,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
19778,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
19784,same as border,zari,big border,default,party,jacquard,default,solid,solid,no
19804,same as saree,zari,small border,yellow,daily,default,default,printed,floral,no
